Name,Country,Varietal,Wine type,Rating,NumberOfRatings,Year,Price$
Domaine Wardy Private Selection Red 2006,Other,Other Red Blends,Red Wine,0.0,0, 2006,56.99
Fakra Arak & Wine Kfardebian Valley Cuvee du Temple Rouge 2015,Other,Other Red Blends,Red Wine,0.0,0, 2015,13.99
Massaya Terrasses de Baalbeck 2014,Other,Rosé,Pink and Rosé,0.0,0, 2014,24.99
Murfatlar Conu Alecu Demi-Sec Muscat Ottonel 2007,Other,Other White Wine,White Wine,nan,0, 2007,8.99
S.E.R.V.E. Terra Romana Chardonnay 2010,Other,Chardonnay,White Wine,0.0,0, 2010,11.99
S.E.R.V.E. Terra Romana Cuvee Charlotte 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,23.99
Cramele Recas La Putere Feteasca Neagra 2015,Other,Other Red Wine,Red Wine,nan,0, 2015,7.99
Vino Brkic Zilavka 2014,Other,Other White Wine,White Wine,0.0,0, 2014,15.99
Domaine Wardy Clos Blanc White 2012,Other,Other White Blends,White Wine,0.0,0, 2012,12.99
Vino Z Czech Sauvignon Blanc 2013,Other,Sauvignon Blanc,White Wine,0.0,0, 2013,17.99
Cramele Recas Werewolf Cabernet Sauvignon 2013,Other,Cabernet Sauvignon,Red Wine,nan,0, 2013,7.99
Vino Z Czech Gruner Veltliner 2015,Other,Gruner Veltliner,White Wine,0.0,0, 2015,14.99
S.E.R.V.E. Terra Romana Cabernet Sauvignon 2012,Other,Cabernet Sauvignon,Red Wine,nan,0, 2012,7.99
Clos St Thomas Les Gourmets Rouge 2008,Other,Rhone Red Blends,Red Wine,0.0,0, 2008,13.99
Fakra Arak & Wine Kfardebian Valley Cuvee du Temple Rouge 2014,Other,Other Red Blends,Red Wine,0.0,0, 2014,13.99
Cramele Recas Werewolf Cabernet Sauvignon 2008,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2008,10.99
Crama Oprisor Caloian Sauvignon Blanc 2012,Other,Sauvignon Blanc,White Wine,nan,0, 2012,6.99
Murfatlar Conu Alecu Demi-Sec Muscat Ottonel 2011,Other,Other White Wine,White Wine,nan,0, 2011,8.99
Cramele Recas Cuvee Uberland Single Vineyard Red 2012,Other,Merlot,Red Wine,0.0,0, 2012,21.99
Casa Panciu Sagio Cabernet Sauvignon Feteasca Neagra 2011,Other,Other Red Blends,Red Wine,nan,0, 2011,5.99
S.E.R.V.E. Terra Romana Cuvee Charlotte 2010,Other,Other Red Blends,Red Wine,0.0,0, 2010,23.99
Domeniul Coroanei Segarcea Principesa Margareta Red 2013,Other,Other Red Wine,Red Wine,0.0,0, 2013,24.99
Sierra Land of Fire Bayan Shira 2014,Other,Other White Blends,White Wine,0.0,0, 2014,14.99
S.E.R.V.E. Terra Romana Cuvee Charlotte 2006,Other,Other Red Blends,Red Wine,0.0,0, 2006,23.99
Domaine des Tourelles Rouge 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,11.99
Cramele Recas La Putere Feteasca Neagra 2013,Other,Other Red Wine,Red Wine,nan,0, 2013,8.99
Vinarte Sirena Dunarii Riesling Dulce 2001,Other,Riesling,White Wine,0.0,0, 2001,43.99
Domaine des Tourelles White 2009,Other,Other White Blends,White Wine,0.0,0, 2009,12.99
S.E.R.V.E. Terra Romana Cabernet Sauvignon 2011,Other,Cabernet Sauvignon,Red Wine,nan,0, 2011,7.99
Compania Cotnari Feteasca Alba 2012,Other,Other White Wine,White Wine,nan,0, 2012,4.99
Francuska Vinarija Obecanje 2010,Other,Gamay,Red Wine,0.0,0, 2010,35.99
Cramele Recas Werewolf Cabernet Sauvignon 2012,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2012,10.99
Vino Z Czech Gruner Veltliner 2013,Other,Gruner Veltliner,White Wine,0.0,0, 2013,15.99
Cramele Recas Paparuda Estate Selection Pinot Noir 2015,Other,Pinot Noir,Red Wine,nan,0, 2015,6.99
Domeniul Coroanei Segarcea Prestige Cabernet Sauvignon 2007,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2007,21.99
Domaine Wardy Les Terroirs Red 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,15.99
Curtea Regala Vinuri de Macin Curtea Regala Muscat Ottonel 2013,Other,Other White Wine,White Wine,0.0,0, 2013,11.99
Vinarija Citluk dd Citluk Vrhunsko Suho Vranac 2007,Other,Other Red Wine,Red Wine,nan,0, 2007,6.99
Cramele Recas Paparuda Estate Selection Pinot Grigio 2014,Other,Pinot Gris/Grigio,White Wine,nan,0, 2014,7.99
Dragon's Hollow Helan Mountain Unoaked Chardonnay 2011,Other,Chardonnay,White Wine,0.0,0, 2011,13.99
Compania Cotnari Feteasca Alba 2009,Other,Other White Wine,White Wine,nan,0, 2009,4.99
Cramele Recas Sole de Recas Barrique Chardonnay 2015,Other,Chardonnay,White Wine,0.0,0, 2015,11.99
Cramele Recas Paparuda Estate Selection Pinot Noir 2012,Other,Pinot Noir,Red Wine,0.0,0, 2012,12.99
Crama Oprisor Caloian Sauvignon Blanc 2013,Other,Sauvignon Blanc,White Wine,nan,0, 2013,4.99
Domaine Wardy Chateau Les Cedres 2014,Other,Bordeaux Red Blends,Red Wine,0.0,0, 2014,18.99
IXSIR Winery Altitudes Blanc 2015,Other,Other White Blends,White Wine,0.0,0, 2015,16.99
Domaine des Tourelles White 2015,Other,Other White Blends,White Wine,0.0,0, 2015,14.99
Cramele Recas Cuvee Uberland Single Vineyard Red 2011,Other,Merlot,Red Wine,0.0,0, 2011,24.99
Sula Vineyards Dindori Reserve Shiraz 2013,Other,Syrah/Shiraz,Red Wine,0.0,0, 2013,11.99
Chateau Heritage Blanc de Blancs 2014,Other,Other White Blends,White Wine,0.0,0, 2014,11.99
Casa Panciu Sagio Cabernet Sauvignon Feteasca Neagra 2012,Other,Other Red Blends,Red Wine,nan,0, 2012,5.99
Petro Vaselo Alb de Petro Vaselo Chardonnay 2013,Other,Chardonnay,White Wine,nan,0, 2013,7.99
Domaine de Baal Red 2010,Other,Other Red Blends,Red Wine,0.0,0, 2010,31.99
S.E.R.V.E. Terra Romana Cuvee Charlotte 2007,Other,Other Red Blends,Red Wine,0.0,0, 2007,18.99
Vino Z Czech Welschriesling 2011,Other,Other White Wine,White Wine,0.0,0, 2011,16.99
Domaine Wardy Syrah 2010,Other,Syrah/Shiraz,Red Wine,0.0,0, 2010,11.99
Cramele Recas La Putere Merlot 2012,Other,Merlot,Red Wine,nan,0, 2012,7.99
Domeniul Coroanei Segarcea Principesa Margareta Red 2009,Other,Other Red Wine,Red Wine,0.0,0, 2009,24.99
Domeniul Coroanei Segarcea Minima Moralia Respect 2010,Other,Other Red Blends,Red Wine,0.0,0, 2010,25.99
Domeniile Tohani Princiar Special Reserve Feteasca Neagra 2008,Other,Other Red Wine,Red Wine,nan,0, 2008,5.99
Budureasca Chardonnay 2011,Other,Chardonnay,White Wine,nan,0, 2011,4.99
Cramele Recas Dreambird Pinot Noir 2012,Other,Pinot Noir,Red Wine,nan,0, 2012,4.99
Sula Vineyards Dindori Reserve Viognier 2015,Other,Viognier,White Wine,0.0,0, 2015,12.99
Budureasca Noble 5 2012,Other,Other Red Blends,Red Wine,0.0,0, 2012,10.99
Vinarija Zvonko Bogdan Pinot Blanc 2014,Other,Pinot Blanc,White Wine,0.0,0, 2014,10.99
Sierra Land of Fire Shishtapa Red 2014,Other,Other Red Wine,Red Wine,0.0,0, 2014,14.99
S.E.R.V.E. Terra Romana Cuvee Charlotte 2005,Other,Other Red Blends,Red Wine,0.0,0, 2005,23.99
Petro Vaselo Otarnita 2012,Other,Pinot Noir,Red Wine,0.0,0, 2012,14.99
Cramele Recas La Putere Feteasca Neagra 2012,Other,Other Red Wine,Red Wine,nan,0, 2012,8.99
Vitis Metamorfosis Sauvignon Blanc Feteasca 2015,Other,Other White Blends,White Wine,nan,0, 2015,7.99
Artesana Tannat-Merlot 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,12.99
Francuska Vinarija Poema 2011,Other,Riesling,White Wine,nan,0, 2011,9.99
Vinarija Zvonko Bogdan Chardonnay 2014,Other,Chardonnay,White Wine,nan,0, 2014,8.99
Vinarte Sirena Dunarii Riesling Dulce 2000,Other,Riesling,White Wine,0.0,0, 2000,179.99
Cramele Recas Sole de Recas Barrique Chardonnay 2013,Other,Chardonnay,White Wine,0.0,0, 2013,11.99
Petro Vaselo Rosu de Petro Vaselo 2015,Other,Cabernet Sauvignon,Red Wine,nan,0, 2015,7.99
IXSIR Winery Grande Reserve Red 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,30.99
IXSIR Winery El Ixsir 2010,Other,Other Red Blends,Red Wine,0.0,0, 2010,51.99
Compania Cotnari Feteasca Alba 2013,Other,Other White Wine,White Wine,nan,0, 2013,4.99
Domaine Wardy Clos Blanc White 2011,Other,Other White Blends,White Wine,0.0,0, 2011,12.99
Domaine Wardy Private Selection Red 2007,Other,Other Red Blends,Red Wine,0.0,0, 2007,76.99
Senator Wine Monser Tamaioasa Romaneasca 2013,Other,Other White Wine,White Wine,0.0,0, 2013,11.99
S.E.R.V.E. Terra Romana Feteasca Neagra 2012,Other,Other Red Wine,Red Wine,nan,0, 2012,7.99
Senator Wine Monser Sarba 2013,Other,Other White Blends,White Wine,nan,0, 2013,8.99
Vino Z Czech Rivaner 2014,Other,Other White Wine,White Wine,0.0,0, 2014,14.99
Crama Oprisor Caloian Sauvignon Blanc 2015,Other,Sauvignon Blanc,White Wine,nan,0, 2015,6.99
Soul Tree Wine Sauvignon Blanc 2015,Other,Sauvignon Blanc,White Wine,0.0,0, 2015,10.99
Vino Z Czech Gruner Veltliner 2012,Other,Gruner Veltliner,White Wine,0.0,0, 2012,15.99
Francuska Vinarija Poema 2009,Other,Riesling,White Wine,nan,0, 2009,9.99
Massaya Terrasses de Baalbeck - Silver Selection 2012,Other,Rhone Red Blends,Red Wine,0.0,0, 2012,30.99
Domeniul Coroanei Segarcea Prestige Cabernet Sauvignon 2011,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2011,11.99
Domaine Wardy Les Terroirs Red 2012,Other,Other Red Blends,Red Wine,0.0,0, 2012,14.99
Cramele Recas Paparuda Estate Selection Pinot Noir 2014,Other,Pinot Noir,Red Wine,nan,0, 2014,7.99
Cramele Recas La Putere Merlot 2013,Other,Merlot,Red Wine,nan,0, 2013,8.99
Domeniul Coroanei Segarcea Minima Moralia Respect 2009,Other,Other Red Blends,Red Wine,0.0,0, 2009,24.99
Grover Zampa Vineyards Art Collection Viognier 2013,Other,Viognier,White Wine,nan,0, 2013,7.99
Domeniul Coroanei Segarcea Prestige Cabernet Sauvignon 2008,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2008,10.99
Domaine Wardy Merlot 2008,Other,Merlot,Red Wine,0.0,0, 2008,11.99
Domaines Vinsmoselle Chateau Edmond de la Fontaine Pinot Noir Rouge 2014,Other,Pinot Noir,Red Wine,0.0,0, 2014,10.99
Curtea Regala Vinuri de Macin Curtea Regala Muscat Ottonel 2011,Other,Other White Wine,White Wine,nan,0, 2011,8.99
IXSIR Winery Grande Reserve Red 2009,Other,Other Red Blends,Red Wine,0.0,0, 2009,28.99
Cramele Recas Paparuda Estate Selection Pinot Grigio 2013,Other,Pinot Gris/Grigio,White Wine,nan,0, 2013,7.99
Dragon's Hollow Helan Mountain Cabernet Sauvignon 2011,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2011,13.99
Compania Cotnari Feteasca Alba 2011,Other,Other White Wine,White Wine,nan,0, 2011,4.99
Jidvei Premiat Sauvignon Blanc 2011,Other,Sauvignon Blanc,White Wine,nan,0, 2011,2.99
Sebes Estate Sauvignon Blanc 2015,Other,Sauvignon Blanc,White Wine,0.0,0, 2015,10.99
Sula Vineyards Nashik Chenin Blanc 2010,Other,Chenin Blanc,White Wine,0.0,0, 2010,11.99
La Catina Estate Barrel Aged Pinot Noir 2014,Other,Pinot Noir,Red Wine,0.0,0, 2014,11.99
Cramele Recas Paparuda Estate Selection Pinot Noir 2011,Other,Pinot Noir,Red Wine,nan,0, 2011,6.99
S.E.R.V.E. Terra Romana Chardonnay 2015,Other,Chardonnay,White Wine,0.0,0, 2015,11.99
Sebes Estate Sauvignon Blanc 2014,Other,Sauvignon Blanc,White Wine,0.0,0, 2014,10.99
Liliac Transylvania Feteasca Regala 2014,Other,Other White Wine,White Wine,0.0,0, 2014,11.99
Cramele Recas Werewolf Pinot Noir 2013,Other,Pinot Noir,Red Wine,nan,0, 2013,7.99
Vinarija Zvonko Bogdan Zivot Tece 2014,Other,Other Red Blends,Red Wine,0.0,0, 2014,11.99
Milijan Jelic Morava 2015,Other,Other White Wine,White Wine,0.0,0, 2015,13.99
Plantaze Pro Corde Vranac 2011,Other,Other Red Wine,Red Wine,4.4,7, 2011,11.99
Vinarte Villa Zorilor Prince Matei Rezerva Merlot 2010,Other,Merlot,Red Wine,0.0,0, 2010,20.99
Vinarte Castel Bolovanu Soare Red 2011,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2011,18.99
Caves Bernard-Massard Cotes de Grevenmacher Grand Premier Cru Pinot Gris 2005,Other,Pinot Gris/Grigio,White Wine,nan,0, 2005,8.99
Domeniul Coroanei Segarcea Minima Moralia Gratitude Reconostinta Red 2008,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2008,23.99
Karpatska Perla Varieto Rizling Rynsky 2015,Other,Riesling,White Wine,0.0,0, 2015,10.99
Sula Vineyards Dindori Reserve Shiraz 2011,Other,Syrah/Shiraz,Red Wine,0.0,0, 2011,24.99
Budureasca Pinot Noir 2012,Other,Pinot Noir,Red Wine,nan,0, 2012,4.99
Liliac Transylvania Sauvignon Blanc 2014,Other,Sauvignon Blanc,White Wine,0.0,0, 2014,11.99
S.E.R.V.E. Terra Romana Chardonnay 2013,Other,Chardonnay,White Wine,0.0,0, 2013,12.99
Vinarija Citluk dd Citluk Vrhunsko Suho Vranac 2012,Other,Other Red Wine,Red Wine,nan,0, 2012,6.99
Podrum Radovanovic Classique Cabernet Sauvignon 2013,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2013,10.99
Cramele Recas Dreambird Pinot Grigio 2012,Other,Pinot Gris/Grigio,White Wine,nan,0, 2012,6.99
Sula Vineyards Dindori Reserve Viognier 2012,Other,Viognier,White Wine,nan,0, 2012,8.99
Petro Vaselo Alb de Petro Vaselo Chardonnay 2015,Other,Chardonnay,White Wine,nan,0, 2015,8.99
Petro Vaselo Alb de Petro Vaselo Chardonnay 2011,Other,Chardonnay,White Wine,nan,0, 2011,7.99
Cramele Recas Sole de Recas Barrique Chardonnay 2009,Other,Chardonnay,White Wine,0.0,0, 2009,11.99
Podrum Radovanovic Cabernet Franc Cabernet Sauvignon 2013,Other,Bordeaux Red Blends,Red Wine,0.0,0, 2013,14.99
Domaine des Tourelles Marquis des Beys 2009,Other,Other Red Blends,Red Wine,0.0,0, 2009,25.99
Vino Z Czech Welschriesling 2012,Other,Other White Wine,White Wine,0.0,0, 2012,16.99
Domaine Wardy Sauvignon Blanc 2014,Other,Sauvignon Blanc,White Wine,0.0,0, 2014,17.99
Cramele Recas La Putere Merlot 2011,Other,Merlot,Red Wine,nan,0, 2011,8.99
Davino (Romania) Faurar Alb de Ceptura 2015,Other,Other White Blends,White Wine,nan,0, 2015,4.99
IXSIR Winery Grande Reserve White 2013,Other,Other White Blends,White Wine,0.0,0, 2013,22.99
S.E.R.V.E. Terra Romana Chardonnay 2009,Other,Chardonnay,White Wine,0.0,0, 2009,11.99
Caves Bernard-Massard Cotes de Grevenmacher Grand Premier Cru Riesling 2003,Other,Riesling,White Wine,0.0,0, 2003,13.99
Cramele Recas Dreambird Pinot Noir 2011,Other,Pinot Noir,Red Wine,nan,0, 2011,4.99
Sula Vineyards Dindori Reserve Viognier 2014,Other,Viognier,White Wine,0.0,0, 2014,15.99
Budureasca Noble 5 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,10.99
Vinarte Villa Zorilor Prince Matei Gran Riserva Merlot 2000,Other,Merlot,Red Wine,0.0,0, 2000,15.99
Vinarija Zvonko Bogdan Pinot Blanc 2013,Other,Pinot Blanc,White Wine,nan,0, 2013,8.99
Intipalka Reserva Cabernet Sauvignon - Petit Verdot 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,16.99
IXSIR Winery Grande Reserve White 2014,Other,Other White Blends,White Wine,0.0,0, 2014,26.99
Vinarte Castel Bolovanu Soare Red 2007,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2007,20.99
Sierra Land of Fire Eastern Fairy Tale Red 2014,Other,Other Red Wine,Red Wine,0.0,0, 2014,14.99
Budureasca Origini Cabernet Sauvignon 2012,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2012,14.99
Senator Wine Prodimpex Varius Merlot 2011,Other,Merlot,Red Wine,nan,0, 2011,4.99
Sula Vineyards Shiraz 2013,Other,Syrah/Shiraz,Red Wine,0.0,0, 2013,11.99
Plantaze Sasso Negro 2004,Other,Other Red Blends,Red Wine,0.0,0, 2004,17.99
Vinarte Terase Danubiane Cuvee d'Excellence Sauvignon Blanc 2012,Other,Sauvignon Blanc,White Wine,nan,0, 2012,8.99
Petro Vaselo Maletine 2014,Other,Chardonnay,White Wine,0.0,0, 2014,14.99
Domeniul Coroanei Segarcea Minima Moralia Gratitude Reconostinta Red 2009,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2009,21.99
Jidvei Demisec Gewurztraminer 2014,Other,Gewurztraminer,White Wine,nan,0, 2014,7.99
Domaine des Tourelles Rouge 2010,Other,Other Red Blends,Red Wine,0.0,0, 2010,15.99
Cramele Recas La Putere Feteasca Neagra 2011,Other,Other Red Wine,Red Wine,0.0,0, 2011,10.99
Vitis Metamorfosis Muscat Ottonel Tamaioasa Romaneasca 2015,Other,Other White Blends,White Wine,nan,0, 2015,6.99
Vinarija Zvonko Bogdan Cuvee No.1 2013,Other,Other Red Blends,Red Wine,0.0,0, 2013,15.99
Vinarija Zvonko Bogdan Chardonnay 2013,Other,Chardonnay,White Wine,nan,0, 2013,8.99
Vinarte Prince Mircea Terase Danubiene Rezerva Merlot 2012,Other,Merlot,Red Wine,0.0,0, 2012,11.99
Cramele Recas Sole de Recas Barrique Chardonnay 2014,Other,Chardonnay,White Wine,0.0,0, 2014,11.99
Vino Brkic Plava Greda 2013,Other,Other Red Blends,Red Wine,0.0,0, 2013,22.99
Karpatska Perla Varieto Rizling Rynsky 2014,Other,Riesling,White Wine,0.0,0, 2014,10.99
Petro Vaselo Rosu de Petro Vaselo 2014,Other,Cabernet Sauvignon,Red Wine,nan,0, 2014,7.99
S.E.R.V.E. Terra Romana Chardonnay 2014,Other,Chardonnay,White Wine,0.0,0, 2014,11.99
Cramele Recas Cuvee Uberland Single Vineyard Red 2008,Other,Merlot,Red Wine,0.0,0, 2008,21.99
Grover Zampa Vineyards Art Collection Sauvignon Blanc 2014,Other,Sauvignon Blanc,White Wine,0.0,0, 2014,12.99
Domaine Wardy Cabernet Sauvignon 2013,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2013,11.99
Murfatlar Pinot Gris 2008,Other,Pinot Gris/Grigio,White Wine,0.0,0, 2008,19.99
Karpatska Perla Varieto Veltlinske Zelene 2014,Other,Gruner Veltliner,White Wine,nan,0, 2014,8.99
Krsma Estates Sauvignon Blanc 2016,Other,Sauvignon Blanc,White Wine,0.0,0, 2016,15.99
Clos St Thomas Les Emirs Rouge 2008,Other,Other Red Blends,Red Wine,0.0,0, 2008,18.99
Domaine Wardy Private Selection Red 2005,Other,Other Red Blends,Red Wine,0.0,0, 2005,56.99
Senator Wine Monser Feteasca Neagra 2012,Other,Other Red Wine,Red Wine,nan,0, 2012,8.99
S.E.R.V.E. Terra Romana Feteasca Neagra 2008,Other,Other Red Wine,Red Wine,nan,0, 2008,7.99
Senator Wine Monser Babeasca Neagra 2013,Other,Other Red Wine,Red Wine,0.0,0, 2013,11.99
Krsma Estates Sangiovese 2013,Other,Sangiovese,Red Wine,0.0,0, 2013,29.99
Vino Z Czech Sauvignon Blanc 2011,Other,Sauvignon Blanc,White Wine,0.0,0, 2011,17.99
Cramele Recas Werewolf Cabernet Sauvignon 2014,Other,Cabernet Sauvignon,Red Wine,nan,0, 2014,8.99
Vino Z Czech Rivaner 2012,Other,Other White Wine,White Wine,0.0,0, 2012,14.99
Vitis Metamorfosis Feteasca Neagra 2013,Other,Other Red Wine,Red Wine,nan,0, 2013,7.99
Clos St Thomas Les Gourmets Rouge 2010,Other,Rhone Red Blends,Red Wine,0.0,0, 2010,10.99
Cramele Recas Paparuda Estate Selection Pinot Grigio 2015,Other,Pinot Gris/Grigio,White Wine,nan,0, 2015,6.99
Cramele Recas Werewolf Cabernet Sauvignon 2010,Other,Cabernet Sauvignon,Red Wine,nan,0, 2010,7.99
Crama Oprisor Caloian Sauvignon Blanc 2014,Other,Sauvignon Blanc,White Wine,nan,0, 2014,6.99
Petro Vaselo Alb de Petro Vaselo Chardonnay 2014,Other,Chardonnay,White Wine,nan,0, 2014,7.99
Sula Vineyards Sauvignon Blanc 2011,Other,Sauvignon Blanc,White Wine,0.0,0, 2011,11.99
Soul Tree Wine Sauvignon Blanc 2014,Other,Sauvignon Blanc,White Wine,nan,0, 2014,8.99
Petro Vaselo Otarnita 2011,Other,Pinot Noir,Red Wine,0.0,0, 2011,15.99
Vino Z Czech Cabernet Sauvignon 2011,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2011,19.99
Chateau Musar Red 2001,Other,Rhone Red Blends,Red Wine,0.0,0, 2001,48.99
Francuska Vinarija Obecanje 2009,Other,Gamay,Red Wine,0.0,0, 2009,27.99
Petro Vaselo Otarnita 2013,Other,Pinot Noir,Red Wine,0.0,0, 2013,14.99
Domeniul Coroanei Segarcea Prestige Cabernet Sauvignon 2013,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2013,10.99
Domeniul Coroanei Segarcea Prestige Cabernet Sauvignon 2009,Other,Cabernet Sauvignon,Red Wine,0.0,0, 2009,10.99
Curtea Regala Vinuri de Macin Curtea Regala Muscat Ottonel 2014,Other,Other White Wine,White Wine,nan,0, 2014,8.99
Francuska Vinarija Istina Blanc 2009,Other,Riesling,White Wine,nan,0, 2009,8.99
Cramele Recas Paparuda Estate Selection Pinot Noir 2013,Other,Pinot Noir,Red Wine,nan,0, 2013,4.99
Chateau Heritage Plaisir du Vin 2006,Other,Other Red Blends,Red Wine,0.0,0, 2006,11.99
Budureasca Chardonnay 2013,Other,Chardonnay,White Wine,nan,0, 2013,4.99
Cramele Recas Dreambird Pinot Noir 2013,Other,Pinot Noir,Red Wine,nan,0, 2013,4.99
Sula Vineyards Dindori Reserve Viognier 2016,Other,Viognier,White Wine,0.0,0, 2016,11.99
Compania Cotnari Grasa de Cotnari 2000,Other,Other White Wine,White Wine,0.0,0, 2000,19.99
IACOB Cabernet Sauvignon Feteasca Neagra 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,11.99
Cave Kouroum Petit Noir 2013,Other,Other Red Blends,Red Wine,0.0,0, 2013,13.99
IXSIR Winery Grande Reserve Red 2010,Other,Other Red Blends,Red Wine,0.0,0, 2010,28.99
Karpatska Perla Varieto Veltlinske Zelene 2013,Other,Gruner Veltliner,White Wine,nan,0, 2013,8.99
Domaine Wardy Private Selection Red 2011,Other,Other Red Blends,Red Wine,0.0,0, 2011,25.99
S.E.R.V.E. Terra Romana Feteasca Neagra 2010,Other,Other Red Wine,Red Wine,nan,0, 2010,6.99
Cramele Recas La Putere Merlot 2008,Other,Merlot,Red Wine,nan,0, 2008,8.99
Cramele Recas Werewolf Pinot Noir 2007,Other,Pinot Noir,Red Wine,nan,0, 2007,8.99
Aranjuez Bolivia Tannat 2014,Other,Tannat,Red Wine,0.0,0, 2014,22.99
Vinarstvi Mikrosvin Mikulov Veltlinske Zelene 2011,Other,Gruner Veltliner,White Wine,nan,0, 2011,6.99
Domaine des Tourelles White 2010,Other,Other White Blends,White Wine,0.0,0, 2010,15.99
Francuska Vinarija Poema 2010,Other,Riesling,White Wine,nan,0, 2010,9.99
Domeniul Coroanei Segarcea Vardo Patima Serii 2011,Other,Other Red Wine,Red Wine,0.0,0, 2011,10.99
Murfatlar Amavinum Pinot Noir 2013,Other,Pinot Noir,Red Wine,0.0,0, 2013,18.99
